name,salary,sprocket_player_id,member_id,discord_id,skill_group,franchise,Franchise Staff Position,slot,current_scrim_points,Eligible Through
Renku,19.0,2803,2862,434771715277717514,Premier League,FP,NA,NONE,0,Not Eligible
Dowt00,15.5,3194,3253,523207957941452806,Champion League,FP,NA,NONE,0,Not Eligible
Sir Bacon,11.0,1286,1310,453746145055735809,Academy League,FP,NA,NONE,0,Not Eligible
FluffyEagle,14.0,171,175,260997875142623233,Champion League,FP,NA,NONE,0,Not Eligible
Corrupted--,7.0,945,956,199244172916424714,Foundation League,FP,NA,NONE,0,Not Eligible
Literally,13.0,2276,2335,139210895619260416,Champion League,FP,NA,NONE,0,Not Eligible
Mara,5.0,6072,6118,991226735788036196,Foundation League,Pend,NA,NONE,0,Not Eligible
Moist,13.0,5404,5462,1217942790479024241,Champion League,FP,NA,NONE,0,Not Eligible
Atlantis,9.5,4245,4303,282605976908202005,Foundation League,FP,NA,NONE,0,Not Eligible
Auzzi,9.5,4215,4273,484569730640773123,Foundation League,FP,NA,NONE,0,Not Eligible
ItzJustK9,12.0,5056,5114,976659378738458684,Academy League,FP,NA,NONE,0,Not Eligible
Golden_Taco,17.0,6028,6074,875819682949660703,Master League,Hive,NA,PLAYERE,0,Not Eligible
WarHawk96,11.5,4672,4731,325850560706379778,Academy League,FP,NA,PLAYERC,0,Not Eligible
1AMRamen,16.5,3,4,202141161295577088,Master League,FP,NA,NONE,0,Not Eligible
Astxa,12.0,867,877,305786836566016000,Academy League,FP,NA,NONE,0,Not Eligible
TheDarkHalf,7.0,4891,4949,706919936273940621,Foundation League,FP,NA,NONE,0,Not Eligible
Stokes,11.5,525,532,543273146673922068,Academy League,FP,NA,NONE,0,Not Eligible
DG,12.5,5707,5766,361501635479863297,Academy League,FP,NA,NONE,0,Not Eligible
Cynical,18.0,5088,5146,409630629815255060,Premier League,FP,NA,NONE,0,Not Eligible
tyler-,12.5,739,747,398652674431516673,Academy League,FP,NA,NONE,0,Not Eligible
LooneyTunes,16.5,2567,2626,207189290806018048,Master League,Pandas,NA,PLAYERD,0,Not Eligible
hostdog,11.0,3761,3820,993640144269742161,Academy League,FP,NA,NONE,0,Not Eligible
YoMinCatso,9.0,637,644,136096376277827584,Foundation League,FP,NA,NONE,0,Not Eligible
Hydra,16.0,213,217,135543556839440394,Master League,FP,NA,NONE,0,Not Eligible
Lemonwizard58,6.0,1138,1161,452819340463439884,Foundation League,FP,NA,NONE,0,Not Eligible
Hud,19.5,1926,1985,523602098609324052,Premier League,FP,Captain,PLAYERD,0,Not Eligible
iceefox,14.5,4742,4801,207886451235487746,Champion League,FP,NA,NONE,0,Not Eligible
BananaFrags,12.0,3489,3548,209550976984547329,Academy League,FP,NA,NONE,0,Not Eligible
AlmightyWhiff,14.0,3227,3286,484403900955230218,Champion League,FP,NA,NONE,0,Not Eligible
real,15.5,1741,1798,540004987590148106,Master League,FP,NA,NONE,0,Not Eligible
Harris_the_Foxx,7.5,1053,1070,252622697094184960,Foundation League,FP,NA,NONE,0,Not Eligible
sansbar,14.5,4328,4387,318833156608229377,Champion League,FP,NA,NONE,0,Not Eligible
Rival,20.5,3865,3924,680305735925628928,Premier League,Pend,NA,NONE,0,Not Eligible
zoph,12.0,5743,5802,948281804182417498,Academy League,FP,NA,NONE,0,Not Eligible
DC9708,10.0,120,123,364935768935759872,Foundation League,FP,NA,NONE,0,Not Eligible
RushOne,13.5,2821,2880,914623615239077910,Champion League,FP,NA,NONE,0,Not Eligible
Schina,18.0,1384,1408,234531731460456450,Premier League,FP,NA,NONE,0,Not Eligible
RocketRL,16.5,1837,1895,292786354591629314,Master League,Eclipse,Franchise Manager,NONE,0,Not Eligible
xenn,13.0,4288,4347,281233291343036418,Academy League,Rhinos,NA,PLAYERC,0,Not Eligible
Vino,13.0,1374,1398,95898077608566784,Champion League,FP,NA,NONE,0,Not Eligible
EthrealDoom,5.0,107,109,154016874688937984,Foundation League,FP,NA,NONE,0,Not Eligible
GoldenMistYT,12.0,4213,4271,812313600689438780,Academy League,FP,NA,NONE,0,Not Eligible
MrHeartless,11.5,5009,5067,358148302744846337,Academy League,FP,NA,PLAYERB,0,Not Eligible
bluemagemikey,11.5,1788,1845,84091482968981504,Academy League,Eclipse,NA,PLAYERC,0,Not Eligible
Louie G,14.0,1701,1731,181390711558635521,Champion League,FP,NA,NONE,0,Not Eligible
emers,18.0,5672,5731,372516193136934913,Master League,Pend,NA,NONE,0,Not Eligible
Crypt,16.0,5216,5274,294451751971454977,Master League,FP,NA,PLAYERB,0,Not Eligible
Mike MMI,16.0,349,354,91678378913955840,Master League,FP,NA,NONE,0,Not Eligible
Shlumpy,20.5,3528,3587,267515978412195840,Premier League,Blizzard,NA,PLAYERB,0,Not Eligible
Dmadman,9.5,983,994,317020286119837697,Foundation League,FP,NA,NONE,0,Not Eligible
Sean,18.0,727,735,109400191995523072,Premier League,FP,NA,NONE,0,Not Eligible
Jankerz,13.5,4987,5045,181298613064826880,Champion League,FP,NA,NONE,0,Not Eligible
Aokiji,13.5,3969,4028,304092198440534016,Champion League,FP,NA,NONE,0,Not Eligible
Lo Buff,14.0,4709,4768,500418112974225429,Champion League,FP,NA,NONE,0,Not Eligible
EagleFire,14.0,2023,2082,273540795431256066,Champion League,FP,NA,NONE,0,Not Eligible
Phineas,17.0,1644,1674,255440837784109056,Master League,FP,NA,NONE,0,Not Eligible
dev,18.0,6116,6161,222373860643700736,Master League,Pend,NA,NONE,0,Not Eligible
KEL,11.0,5001,5059,699851806326390796,Academy League,FP,NA,NONE,0,Not Eligible
metalgod98,9.5,4978,5036,511747452676866049,Foundation League,FP,NA,NONE,0,Not Eligible
Aarian,15.5,5674,5733,224058077278633985,Champion League,FP,NA,NONE,0,Not Eligible
ESTO,18.5,2570,2629,922632857560694825,Premier League,FP,NA,NONE,0,Not Eligible
Gratz,17.5,1499,1525,403407430370852866,Master League,Blizzard,NA,PLAYERC,0,Not Eligible
SendPie,11.0,3109,3168,736322426291355740,Academy League,FP,NA,NONE,0,Not Eligible
RyJans,16.5,3956,4015,366718971044560896,Master League,FP,NA,NONE,0,Not Eligible
eroc1990,8.0,1716,1746,101762842159513600,Foundation League,FP,NA,NONE,0,Not Eligible
The Law,14.5,552,559,316266305671921676,Champion League,FP,NA,NONE,0,Not Eligible
Pomwonderful,16.0,1233,1257,189490968339152896,Master League,FP,NA,NONE,0,Not Eligible
Pack,15.0,5666,5725,429455615371247628,Champion League,FP,NA,NONE,0,Not Eligible
Deltalphabot,14.5,5012,5070,810576655038939147,Champion League,Pend,NA,NONE,0,Not Eligible
AsyInsanity,17.5,3302,3361,241998177136279553,Master League,FP,NA,NONE,0,Not Eligible
Walsh,14.0,3657,3716,879578356427919401,Champion League,FP,NA,NONE,0,Not Eligible
FunkySoul,15.5,3110,3169,244301048179589120,Master League,FP,NA,NONE,0,Not Eligible
Giant,14.5,180,184,313823988482834445,Champion League,FP,NA,NONE,0,Not Eligible
theROOK,18.0,3638,3697,344515782295683072,Premier League,FP,NA,NONE,0,Not Eligible
Wyyzard,16.0,626,633,233084278580183040,Master League,FP,NA,NONE,0,Not Eligible
TROY,15.5,5232,5290,536206663410122762,Master League,FP,NA,NONE,0,Not Eligible
Bax,12.0,2087,2146,549802597528109058,Academy League,FP,NA,NONE,0,Not Eligible
SudoJustin,13.0,1313,1337,187272131392831489,Champion League,FP,NA,NONE,0,Not Eligible
Vozki,14.5,613,620,141238200961204225,Champion League,FP,NA,NONE,0,Not Eligible
Faker,10.5,163,167,516843384443240458,Academy League,FP,NA,NONE,0,Not Eligible
BasicPondah,15.5,5758,5817,928111664296001576,Champion League,FP,NA,NONE,0,Not Eligible
Haeguil,5.0,4948,5006,196399026160140289,Foundation League,FP,NA,NONE,0,Not Eligible
Xachi,17.0,3175,3234,234332485368938497,Master League,FP,NA,NONE,0,Not Eligible
WalmartDumbells,16.0,3810,3869,531311465714548796,Master League,FP,NA,NONE,0,Not Eligible
Serveer,18.0,5764,5823,641655563045830676,Master League,FP,NA,NONE,0,Not Eligible
BIRD,11.5,5123,5181,673283123353747466,Academy League,FP,NA,NONE,0,Not Eligible
Blagden,16.5,59,60,253065531005861888,Master League,FP,NA,NONE,0,Not Eligible
Catnips,11.0,6202,6243,859577391465889853,Foundation League,Pend,NA,NONE,0,Not Eligible
Abyaa,9.5,663,671,526583946214113301,Foundation League,FP,NA,NONE,0,Not Eligible
Concomitant,11.5,1993,2052,170262347452121088,Academy League,FP,NA,NONE,0,Not Eligible
Moloteboy,9.0,2441,2500,865276061503455252,Foundation League,FP,NA,NONE,0,Not Eligible
poison,15.0,5243,5301,430796833846067210,Champion League,Hurricanes,NA,PLAYERF,0,Not Eligible
Refoneh,12.5,2252,2311,343540678732677120,Academy League,FP,NA,NONE,0,Not Eligible
pattyy,20.0,4400,4459,934623069807448145,Premier League,FP,NA,NONE,0,Not Eligible
godhero,19.0,4206,4264,546863043569778689,Premier League,Rhinos,Captain,NONE,0,Not Eligible
Jnnr,16.0,3676,3735,427318326205874228,Champion League,FP,NA,NONE,0,Not Eligible
Daddy J,12.0,116,119,322527415505125376,Academy League,FP,NA,NONE,0,Not Eligible
BlackknightJC,6.5,58,59,390953912745852929,Foundation League,FP,NA,NONE,0,Not Eligible
Tenno,10.5,5260,5318,314132760384110594,Academy League,FP,NA,PLAYERG,0,Not Eligible
Fish,12.0,5943,5991,959934221261099059,Academy League,FP,NA,NONE,0,Not Eligible
Fisk,16.0,4145,4203,696787285198241903,Master League,FP,NA,NONE,0,Not Eligible
MinecraftingDAD,12.0,1709,1739,70641767686340608,Academy League,FP,NA,NONE,0,Not Eligible
Majestik Moose,13.0,1155,1179,281936663456776193,Champion League,FP,NA,NONE,0,Not Eligible
Keltini,19.5,271,275,457407323556544512,Premier League,FP,NA,NONE,0,Not Eligible
DEFTERARC,5.0,6032,6078,1211241213806510151,Foundation League,Eclipse,NA,PLAYERB,0,Not Eligible
zoqxt,14.5,3205,3264,474274763586404362,Champion League,FP,NA,NONE,0,Not Eligible
twilight,13.0,3120,3179,561983116604866568,Academy League,Spectre,NA,PLAYERF,0,Not Eligible
HoospitalBall,10.5,2227,2286,423850557334093827,Foundation League,FP,NA,NONE,0,Not Eligible
Killshot,14.5,6081,6127,1099587279464448042,Champion League,FP,NA,PLAYERE,0,Not Eligible
Flyxr,16.5,4386,4445,613548917984067616,Master League,Demolition,NA,PLAYERC,0,Not Eligible
Triple Treyy,9.5,2402,2461,448706989195919361,Foundation League,FP,NA,NONE,0,Not Eligible
Krafty Cola,14.0,2929,2988,514660866751463445,Champion League,Eclipse,NA,PLAYERG,0,Not Eligible
Atokad,20.0,25,26,192476701215817728,Premier League,FP,NA,NONE,0,Not Eligible
bababooey,10.0,2724,2783,294034120647114753,Foundation League,FP,NA,NONE,0,Not Eligible
Wurst,13.5,1969,2028,266131371267850240,Champion League,FP,NA,NONE,0,Not Eligible
BubblyReaper,19.0,2326,2385,428392024014716939,Premier League,FP,NA,NONE,0,Not Eligible
Pandarchy,9.0,2179,2238,343900429010206721,Foundation League,FP,NA,NONE,0,Not Eligible
JittersWRLD,16.5,3410,3469,356951040333185024,Master League,FP,NA,NONE,0,Not Eligible
McFreely,11.0,2082,2141,256170737696505858,Academy League,FP,NA,NONE,0,Not Eligible
lildudeRL,17.0,3970,4029,163685030160236544,Master League,FP,NA,NONE,0,Not Eligible
Perkacet,12.5,4224,4282,473188766115430401,Academy League,FP,NA,NONE,0,Not Eligible
Dav,13.5,4738,4797,321689196068732938,Champion League,FP,NA,NONE,0,Not Eligible
Abduleon,13.5,1531,1561,295740657144692736,Champion League,FP,NA,NONE,0,Not Eligible
FINEST_WHINE,12.5,179,183,578406752140263424,Academy League,FP,NA,NONE,0,Not Eligible
DakkyBoi,14.0,3304,3363,742777700648747019,Champion League,FP,NA,PLAYERC,0,Not Eligible
Empty,11.0,2488,2547,808776767652888586,Academy League,FP,NA,NONE,0,Not Eligible
Average,15.0,2477,2536,283406776035049472,Champion League,FP,NA,NONE,0,Not Eligible
Rico,12.5,781,790,226106615881924610,Academy League,FP,NA,NONE,0,Not Eligible
Splunkey,17.5,6057,6103,261532531600392193,Master League,Pend,NA,NONE,0,Not Eligible
Pops,20.0,414,420,234669488438509569,Premier League,FP,NA,NONE,0,Not Eligible
Namingishard,9.0,5063,5121,248894993698258944,Foundation League,FP,NA,NONE,0,Not Eligible
SnuffSwag,16.0,3132,3191,582461630445780992,Master League,FP,NA,NONE,0,Not Eligible
Happydude53,15.5,5121,5179,302205810518392843,Champion League,Eclipse,Captain,PLAYERB,0,Not Eligible
R E D,20.5,432,438,210837533230235650,Premier League,Rhinos,NA,NONE,0,Not Eligible
Xeno,15.0,5007,5065,401172984062017537,Champion League,FP,NA,NONE,0,Not Eligible
Effect,16.5,4565,4624,295731702305914890,Master League,Pend,NA,NONE,0,Not Eligible
Slothy0921,12.0,4548,4607,345408236129878017,Academy League,FP,NA,NONE,0,Not Eligible
JusticeServed,10.5,2910,2969,214530109267378176,Academy League,FP,NA,NONE,0,Not Eligible
shadowraiser47,11.5,3167,3226,231170777179750400,Academy League,FP,NA,NONE,0,Not Eligible
Zenzen0607,11.5,3778,3837,517439692862652437,Academy League,Wolves,NA,PLAYERH,0,Not Eligible
DariusSlay,11.0,1830,1888,135222426131890177,Academy League,FP,NA,NONE,0,Not Eligible
GaryD,15.0,3462,3521,299300515404316683,Champion League,FP,NA,NONE,0,Not Eligible
MikeIsMyIke,16.5,350,355,114838598737461257,Master League,Shadow,NA,PLAYERB,0,Not Eligible
Thats P Neat,13.0,3695,3754,943646988673638401,Champion League,FP,NA,NONE,0,Not Eligible
Smrf,18.0,505,512,729426125159137321,Premier League,FP,NA,NONE,0,Not Eligible
Skee,8.5,495,502,425333990313164801,Foundation League,FP,NA,NONE,0,Not Eligible
Zaboongy,15.5,4516,4575,576219906572288020,Master League,FP,NA,NONE,0,Not Eligible
barnabas_,14.5,2077,2136,545075103348555781,Champion League,FP,NA,NONE,0,Not Eligible
LuxuriusPoverty,14.5,782,791,522177480124268554,Champion League,FP,NA,NONE,0,Not Eligible
Spork,14.0,515,522,307721102858256385,Champion League,FP,NA,NONE,0,Not Eligible
TheRealAmeriCam,11.0,5424,5483,396488286639751201,Academy League,FP,NA,PLAYERB,0,Not Eligible
Myzair,13.0,371,376,256990007921868800,Academy League,Foxes,NA,PLAYERG,0,Not Eligible
Shleep,12.0,2883,2942,536971799930470402,Academy League,FP,NA,NONE,0,Not Eligible
ChiefzRL,15.5,1558,1588,597212454149423124,Master League,FP,NA,NONE,0,Not Eligible
3Putt,13.0,5360,5418,225795712615448586,Academy League,FP,NA,NONE,0,Not Eligible
Half Past White,14.0,4977,5035,765878889150283776,Champion League,Express,Franchise Manager,NONE,0,Not Eligible
snowsesh,20.5,5543,5602,875411638814126131,Premier League,FP,NA,PLAYERC,0,Not Eligible
YeeZ_E,19.5,1675,1705,215261575966097408,Premier League,FP,NA,PLAYERB,0,Not Eligible
Dark,15.5,5748,5807,470104851922026517,Champion League,FP,NA,NONE,0,Not Eligible
MockHD,14.5,2111,2170,145950460078063616,Champion League,FP,NA,NONE,0,Not Eligible
Zephr,16.0,4344,4403,343371182470463488,Master League,FP,NA,NONE,0,Not Eligible
Turbo8k,11.5,3714,3773,871835858771267594,Academy League,FP,NA,NONE,0,Not Eligible
Boatsy,12.0,3306,3365,682588921212960977,Academy League,FP,NA,NONE,0,Not Eligible
T8,15.0,4679,4738,194461146407895040,Champion League,FP,Captain,NONE,0,Not Eligible
Snave,13.0,1646,1676,216013822245339136,Champion League,FP,NA,NONE,0,Not Eligible
Peter Hasenpfeffer,10.0,718,726,525473639026393090,Foundation League,FP,NA,NONE,0,Not Eligible
Blissful Beluga,14.5,1056,1074,134861722128351233,Champion League,Dodgers,NA,PLAYERG,0,Not Eligible
Ambitious Apple,15.5,1700,1730,299615832986877963,Master League,FP,NA,NONE,0,Not Eligible
Brodyyy,16.0,5665,5724,656236089077399552,Champion League,FP,NA,NONE,0,Not Eligible
OBSKing98,9.5,3422,3481,856626352819273759,Foundation League,FP,NA,NONE,0,Not Eligible
cashioc,16.0,89,91,297443781865635840,Master League,FP,NA,NONE,0,Not Eligible
Misfit,13.0,4830,4889,1028060850067619860,Champion League,FP,NA,NONE,0,Not Eligible
JKfoshizzle,18.0,250,254,352175384181080064,Premier League,FP,NA,NONE,0,Not Eligible
NoVa Matty,14.0,1982,2041,418185078494199808,Champion League,Spartans,NA,PLAYERF,0,Not Eligible
Nectirsss,15.0,5229,5287,601847089336418336,Champion League,FP,NA,NONE,0,Not Eligible
khail,15.5,6304,6314,751103935489769602,Champion League,Pend,NA,NONE,0,Not Eligible
Evyahn,21.0,3753,3812,383442923775066112,Premier League,FP,NA,NONE,0,Not Eligible
TwoFatLips,19.5,2986,3045,120735904758235136,Premier League,FP,NA,NONE,0,Not Eligible
Toon,10.5,1355,1379,400520097653063692,Academy League,FP,NA,NONE,0,Not Eligible
chadeu,10.5,1511,1541,387765465163890690,Academy League,FP,NA,NONE,0,Not Eligible
Sanity,19.5,2810,2869,255033340321595393,Premier League,FP,NA,NONE,0,Not Eligible
robotman321,14.5,1416,1441,241993639117586452,Champion League,FP,NA,NONE,0,Not Eligible
Schwormy,16.5,6042,6088,551906404391190528,Master League,Elite,NA,PLAYERG,0,Not Eligible
Lukey25_25,14.5,5727,5786,1096510880872665182,Champion League,FP,NA,NONE,0,Not Eligible
BillCozbe,5.5,5337,5395,764649447958380574,Foundation League,FP,NA,NONE,0,Not Eligible
Grayv87,12.0,1039,1055,84102509030834176,Academy League,FP,NA,NONE,0,Not Eligible
Vxbes,9.0,4388,4447,714699838050140211,Foundation League,FP,NA,NONE,0,Not Eligible
Asher,19.5,6046,6092,949772998603325471,Premier League,FP,NA,PLAYERA,0,Not Eligible
LilBlonderebel,7.0,3370,3429,423559188396900352,Foundation League,FP,NA,NONE,0,Not Eligible
Vehnomz,17.0,2880,2939,412167481143197698,Master League,FP,NA,NONE,0,Not Eligible
Quark,14.0,1748,1805,237056453054038016,Champion League,Pend,NA,NONE,0,Not Eligible
EthanTheFro,10.5,1004,1018,221425355250991105,Academy League,FP,NA,NONE,0,Not Eligible
Cremenyan,14.5,3776,3835,263122328110497792,Champion League,FP,NA,NONE,0,Not Eligible
gamer RIchard,17.0,3742,3801,769638109322412032,Master League,FP,NA,NONE,0,Not Eligible
VoidKill-,13.0,3257,3316,211224563067912192,Academy League,FP,NA,PLAYERD,0,Not Eligible
NinjaRider,9.0,1200,1224,215342655226380290,Foundation League,FP,NA,NONE,0,Not Eligible
t1ger,14.0,1818,1876,280099339337203712,Champion League,FP,NA,NONE,0,Not Eligible
I-ko,14.0,2649,2708,613074946209611786,Champion League,FP,NA,NONE,0,Not Eligible
Umineko Enjoyer,9.5,924,935,975946327395561502,Foundation League,FP,NA,NONE,0,Not Eligible
niallgbc,10.5,373,378,322063155335528458,Academy League,FP,NA,NONE,0,Not Eligible
ClassyAshy,16.0,2519,2578,219114904668340234,Master League,FP,NA,NONE,0,Not Eligible
Superflame,11.5,529,536,248270899935969284,Academy League,FP,NA,NONE,0,Not Eligible
Rigormortis,5.5,3864,3923,305587282407194625,Foundation League,FP,NA,NONE,0,Not Eligible
Wovah,20.0,2775,2834,394695724928860160,Premier League,FP,NA,NONE,0,Not Eligible
Caguama,13.5,3803,3862,243571506397970436,Academy League,FP,NA,NONE,0,Not Eligible
Dakkzi,17.5,3472,3531,511700392699101185,Master League,FP,NA,NONE,0,Not Eligible
burk,7.0,6311,6321,1330564063079432218,Foundation League,Pend,NA,NONE,0,Not Eligible
grimdel,13.0,1041,1057,280838372287578112,Champion League,FP,NA,NONE,0,Not Eligible
Joshy,19.0,5605,5664,956340472287199242,Premier League,Pend,NA,NONE,0,Not Eligible
Josh8399,13.0,3262,3321,294704931015753730,Champion League,FP,NA,NONE,0,Not Eligible
Stakd,16.5,5634,5693,399789015659970561,Master League,Shadow,NA,PLAYERF,0,Not Eligible
thomaspax,16.0,4158,4216,563798147214737419,Master League,FP,NA,NONE,0,Not Eligible
Bumboola,16.5,910,921,263936800521846796,Master League,FP,NA,NONE,0,Not Eligible
KrsOneTwoThree,15.0,4664,4723,180798654049812480,Champion League,Wolves,NA,PLAYERE,0,Not Eligible
Frosty,12.0,3299,3358,977587662426898452,Academy League,FP,NA,NONE,0,Not Eligible
Ekko,17.0,3218,3277,317052882656428044,Master League,FP,NA,NONE,0,Not Eligible
iolaus,9.0,2688,2747,689968572667133973,Foundation League,FP,NA,NONE,0,Not Eligible
stryyk3r,16.5,1618,1648,220691808139608066,Master League,FP,NA,NONE,0,Not Eligible
vidhawk rl,20.5,6341,6357,369191068945612811,Premier League,Pend,NA,NONE,0,Not Eligible
Sleegi,12.5,500,507,125180434924437504,Academy League,Pend,NA,NONE,0,Not Eligible
Hippie,13.5,3828,3887,580989701876350986,Champion League,FP,NA,NONE,0,Not Eligible
ajstiles19,12.0,2562,2621,483729759696584725,Academy League,FP,NA,NONE,0,Not Eligible
NIMBO,6.5,3844,3903,233692572218949634,Foundation League,FP,NA,NONE,0,Not Eligible
YoureUnderFire,14.5,4544,4603,415706848784810006,Champion League,Wizards,Captain,PLAYERE,0,Not Eligible
Recede,14.5,1477,1502,292425941072740352,Champion League,FP,NA,NONE,0,Not Eligible
Nautikl,20.5,6076,6122,1052053844365951046,Premier League,FP,NA,NONE,0,Not Eligible
dossin,11.0,3130,3189,402675812807081984,Academy League,FP,NA,NONE,0,Not Eligible
Xequter001,17.5,627,634,353420460114968588,Master League,FP,NA,PLAYERH,0,Not Eligible
Dustir.,13.0,2862,2921,704184185279217684,Academy League,Knights,Assistant General Manager,PLAYERA,0,Not Eligible
kevinnn,12.5,5577,5637,804782248234188840,Academy League,Pend,NA,NONE,0,Not Eligible
Flooble,16.0,4094,4152,320960291208822796,Master League,FP,NA,NONE,0,Not Eligible
Reccoonn,16.5,3142,3201,670388183229530115,Master League,Outlaws,NA,PLAYERG,0,Not Eligible
JSwole,14.0,1107,1128,151892014538031105,Champion League,FP,NA,NONE,0,Not Eligible
Slacksy,11.5,2395,2454,498238568242741259,Academy League,FP,NA,NONE,0,Not Eligible
DarkGalaxiess,17.0,4763,4822,528195685128994817,Master League,FP,NA,NONE,0,Not Eligible
Summit,16.5,3670,3729,424777742979039232,Master League,FP,NA,NONE,0,Not Eligible
mbo,6.0,2656,2715,439506989098205204,Foundation League,Elite,NA,PLAYERG,0,Not Eligible
FrostBeard,19.0,5999,6047,403276581814140928,Premier League,Pend,NA,NONE,0,Not Eligible
Phaxda,5.0,5210,5268,203133022260690944,Foundation League,FP,NA,NONE,0,Not Eligible
Bread,11.0,2262,2321,347490936038621184,Academy League,FP,NA,NONE,0,Not Eligible
wsly,19.5,3186,3245,320373469785227266,Premier League,FP,NA,NONE,0,Not Eligible
